<ID>;<Name>;ATPD_PICT_EUROFEUILLE;ATPD_PICT_AB_AGRI_BIO;photo_id;media_url
A0220200810000654407;BIO SPAGHETTIS AUX OEUFS 250G;Oui;;MEDIASTEP122702052;https://media.auchan.fr/MEDIASTEP122702052_0x0/
A0220200810000656949;BIO FARFALLE VOLAILES 280G;Oui;Oui;MEDIASTEP122701973;https://media.auchan.fr/MEDIASTEP122701973_0x0/
P02000000000UMQ;BIO BJR CAMP BOUCH POIS CHICHE;;Oui;MEDIASTEP140054124;https://media.auchan.fr/MEDIASTEP140054124_0x0/
P02000000000UMR;BIO BJR CAMP SSE FUM LENTIL280;;Oui;MEDIASTEP139695702;https://media.auchan.fr/MEDIASTEP139695702_0x0/
P02000000000VN5;BIOL HARI CO GALET LENT CORAIL;Oui;Oui;MEDIASTEP164380717;https://media.auchan.fr/MEDIASTEP164380717_0x0/
P02000000000VN7;BIOL HARI CO NUGGET POIS CHICH;Oui;Oui;MEDIASTEP164380732;https://media.auchan.fr/MEDIASTEP164380732_0x0/
P02000000000VNI;BIOL HARI CO BOULET POIS CHICH;Oui;Oui;MEDIASTEP158576164;https://media.auchan.fr/MEDIASTEP158576164_0x0/
P02000000000VN9;BIOL HARI CO GALET HARICOT RGE;Oui;Oui;MEDIASTEP138657703;https://media.auchan.fr/MEDIASTEP138657703_0x0/
P02000000000VNF;BIOL HARI CO GALET LENTIL VERT;Oui;Oui;MEDIASTEP159346760;https://media.auchan.fr/MEDIASTEP159346760_0x0/
P02000000000VNB;BIOL HARI CO BOUL LENTIL VERT;Oui;Oui;MEDIASTEP164380699;https://media.auchan.fr/MEDIASTEP164380699_0x0/
P02000000000Z9H;AUC BIOD RAVIOLI LEG SOLEIL;Oui;;MEDIASTEP133629952;https://media.auchan.fr/MEDIASTEP133629952_0x0/
P0200000000103E;BIO HAPPY GALET PS CHICHE KALE;;Oui;MEDIASTEP140499593;https://media.auchan.fr/MEDIASTEP140499593_0x0/
P0200000000103D;BIO HAPPY GALET QUINOA LENTIL;Oui;Oui;MEDIASTEP140499613;https://media.auchan.fr/MEDIASTEP140499613_0x0/
P020000000010U7;BIO CEREAL GALET FEV PATAT DCE;Oui;Oui;MEDIASTEP133110689;https://media.auchan.fr/MEDIASTEP133110689_0x0/
P020000000011DM;BIO JARD BOUCHEE TOM MOZZA X6;;Oui;MEDIASTEP162677081;https://media.auchan.fr/MEDIASTEP162677081_0x0/
P0200000000128T;BIO JARD PIZZA FORESTIERE 350G;;Oui;MEDIASTEP162311612;https://media.auchan.fr/MEDIASTEP162311612_0x0/
P020000000018KT;BIO ST JEAN RAVIOLI AIL OUR X2;;Oui;MEDIASTEP164048690;https://media.auchan.fr/MEDIASTEP164048690_0x0/
P020000000018KS;BIO ST JEAN RAVIOLI TOM CON X2;;Oui;MEDIASTEP164165007;https://media.auchan.fr/MEDIASTEP164165007_0x0/
P020000000018KO;BIO ST JEAN RAVIOLI EP AIL X2;;Oui;MEDIASTEP164370595;https://media.auchan.fr/MEDIASTEP164370595_0x0/
P020000000019KT;BIOL HERTA PATE FEUILLETE 230G;Oui;Oui;MEDIASTEP165250303;https://media.auchan.fr/MEDIASTEP165250303_0x0/
A0220090615000650432;AUCHAN BIO TERRINE VOLAILLELEGUMES 300G;Oui;;MEDIASTEP63015410;https://media.auchan.fr/MEDIASTEP63015410_0x0/
P020000000009F0;BEYOND BIO ADULTE CHIEN POULET800G;;Oui;MEDIASTEP162918030;https://media.auchan.fr/MEDIASTEP162918030_0x0/
P020000000009EY;BEYOND BIO Adulte Chien Saumon800G;;Oui;MEDIASTEP165156726;https://media.auchan.fr/MEDIASTEP165156726_0x0/
P02000000000EL6;PHYSYO BIO CROQUETTE CHIENADULTE 1.5KG;;Oui;MEDIASTEP134855147;https://media.auchan.fr/MEDIASTEP134855147_0x0/
P02000000000ELA;PHYSIO BIO TERRINE CHAT ADULTE100G;;Oui;MEDIASTEP134861165;https://media.auchan.fr/MEDIASTEP134861165_0x0/
P02000000000EL2;PHYSYO BIO TERRINE CHIEN ADULTE 150G;;Oui;MEDIASTEP134854219;https://media.auchan.fr/MEDIASTEP134854219_0x0/
P02000000000ELE;PHYSYO BIO CROQUETTE CHAT ADULTE 600G;;Oui;MEDIASTEP134862206;https://media.auchan.fr/MEDIASTEP134862206_0x0/
P02000000000WH9;BIO ULTIMA NATURE CROQUETTESCHIEN ADULTE SAUMON 700G;Oui;;MEDIASTEP135827746;https://media.auchan.fr/MEDIASTEP135827746_0x0/
P02000000000WHC;BIO ULTIMA NATURE CROQUETTESCHIEN ADULTE POULET 700G;Oui;;MEDIASTEP135827749;https://media.auchan.fr/MEDIASTEP135827749_0x0/
P02000000000WHK;BIO ULTIMA NATURE CROQUETTESCHAT ADULTE SAUMON 400G;Oui;;MEDIASTEP138947758;https://media.auchan.fr/MEDIASTEP138947758_0x0/
P02000000000WHI;BIO ULTIMA NATURE CROQUETTESCHAT ADULTE POULET 400G;Oui;;MEDIASTEP137882299;https://media.auchan.fr/MEDIASTEP137882299_0x0/
P020000000004H7;BIO BOULANG BRIOC CHOCOX6 240G;Oui;Oui;MEDIASTEP141715539;https://media.auchan.fr/MEDIASTEP141715539_0x0/
P020000000004H5;BIO BOULANGERE PAIN BURGER X4;Oui;Oui;MEDIASTEP139117495;https://media.auchan.fr/MEDIASTEP139117495_0x0/
A0220160212000024270;BIO BOULANGERE GACHE TR 400GR;Oui;Oui;MEDIASTEP155679477;https://media.auchan.fr/MEDIASTEP155679477_0x0/
A0220140320000675998;BIO BOULANG PAIN CHOCOX6 270G;Oui;;MEDIASTEP140114929;https://media.auchan.fr/MEDIASTEP140114929_0x0/
A0220140116000647850;BIO BOUL PAIN SS CR CPT 330G;Oui;Oui;MEDIASTEP65823832;https://media.auchan.fr/MEDIASTEP65823832_0x0/
A0220110215000044252;BIO BOULANGERE P.MIE CEREA500G;Oui;Oui;MEDIASTEP155679096;https://media.auchan.fr/MEDIASTEP155679096_0x0/
A0220090908000024474;BIO BOULANG PAIN LAIT X8 280G;Oui;Oui;MEDIASTEP75181797;https://media.auchan.fr/MEDIASTEP75181797_0x0/
A0220080227000323654;AUCHAN BIOD PAIN MIE GT 500G;Oui;;MEDIASTEP77210978;https://media.auchan.fr/MEDIASTEP77210978_0x0/
A0220040512000020994;BIO BOUL PAIN GDE TR CPT 500G;Oui;Oui;MEDIASTEP140600527;https://media.auchan.fr/MEDIASTEP140600527_0x0/
P0200000000021C;BIO BOULANGERE BRIOCHE TR400G;Oui;Oui;MEDIASTEP142712542;https://media.auchan.fr/MEDIASTEP142712542_0x0/
A0220150521000808168;BIO BOULANGERE BAG VIENNOI340G;Oui;Oui;MEDIASTEP99335917;https://media.auchan.fr/MEDIASTEP99335917_0x0/
A0220120803000014457;AUCHAN BIOD 2 1/2 BAG PREC250G;Oui;;MEDIASTEP97958736;https://media.auchan.fr/MEDIASTEP97958736_0x0/
A0220130827000656071;PTITS PAVES BIO CEREAL 360GSAT;Oui;Oui;MEDIASTEP104548235;https://media.auchan.fr/MEDIASTEP104548235_0x0/
A0220100305000649148;PAIN BIO CEREALES 250G;Oui;;MEDIASTEP156229363;https://media.auchan.fr/MEDIASTEP156229363_0x0/
A0219921110000037416;PAVE BIO FILIERE 500G;Oui;;MEDIASTEP138310352;https://media.auchan.fr/MEDIASTEP138310352_0x0/
A0219921110000037419;BAGU.BIO FILIERE 250G;Oui;;MEDIASTEP59104856;https://media.auchan.fr/MEDIASTEP59104856_0x0/
A0219971024000017675;PTITES BOULES BIO RUSTIQX6 SAT;Oui;Oui;MEDIASTEP59106784;https://media.auchan.fr/MEDIASTEP59106784_0x0/
A0219971024000017660;CAMUSETTES BIO 400G SOUS AT X2;Oui;Oui;MEDIASTEP59106782;https://media.auchan.fr/MEDIASTEP59106782_0x0/
A0220040414000236019;PAIN BIO CEREALE 400G PRECUIT;Oui;Oui;MEDIASTEP74124682;https://media.auchan.fr/MEDIASTEP74124682_0x0/
A0219961211000025990;PAIN BIO COMPLET 400G PCUIT;;;MEDIASTEP75108150;https://media.auchan.fr/MEDIASTEP75108150_0x0/
A0220040414000235964;BAGUETTE BIO CAMPAGNE 250G PCU;Oui;Oui;MEDIASTEP75181812;https://media.auchan.fr/MEDIASTEP75181812_0x0/
P02000000000658;BIOL HARRYS 100% MIE NAT 325G;;Oui;MEDIASTEP67018781;https://media.auchan.fr/MEDIASTEP67018781_0x0/
P02000000000657;BIOL HARRYS 100% MIE CPLT 325%;Oui;Oui;MEDIASTEP65672271;https://media.auchan.fr/MEDIASTEP65672271_0x0/
P02000000000656;BIOL HARRYS AMS COMPLET 400G;Oui;Oui;MEDIASTEP65027400;https://media.auchan.fr/MEDIASTEP65027400_0x0/
A0220171114000043639;MICHE BIO FILIERE 400G;;Oui;MEDIASTEP60750823;https://media.auchan.fr/MEDIASTEP60750823_0x0/
A0220171212000243627;PAVE BIO CEREALES SAVDOUCE400G;;;MEDIASTEP62682471;https://media.auchan.fr/MEDIASTEP62682471_0x0/
A0220151028000010636;PAIN BIO EPEAU 400G FILIERE;Oui;;MEDIASTEP138948544;https://media.auchan.fr/MEDIASTEP138948544_0x0/
A0220170717000047264;PAIN BIO EPEAU 400G FILIERE PC;Oui;;MEDIASTEP138948545;https://media.auchan.fr/MEDIASTEP138948545_0x0/
A0220180202000011007;MICHE BIO FILIERE 400G PC;;Oui;MEDIASTEP61756007;https://media.auchan.fr/MEDIASTEP61756007_0x0/
P020000000007CQ;BIO BOULANGERE TARTI QUINO450G;Oui;Oui;MEDIASTEP155678936;https://media.auchan.fr/MEDIASTEP155678936_0x0/
A0220100305000649141;PAIN BIO CAMP 400G;Oui;;MEDIASTEP156229404;https://media.auchan.fr/MEDIASTEP156229404_0x0/
P020000000007QI;BIO BOUL P.MIE CPT PTE TR 280G;Oui;Oui;MEDIASTEP76907193;https://media.auchan.fr/MEDIASTEP76907193_0x0/
P020000000007QK;BIO BOULANGERE CROISSANTS 240G;Oui;Oui;MEDIASTEP75912082;https://media.auchan.fr/MEDIASTEP75912082_0x0/
P020000000007QJ;BIO BOULANGER P.MIE PTE TR280G;Oui;Oui;MEDIASTEP75912071;https://media.auchan.fr/MEDIASTEP75912071_0x0/
P020000000008NL;BIOL JACQUET PAIN MI CPLT 350G;Oui;Oui;MEDIASTEP71210397;https://media.auchan.fr/MEDIASTEP71210397_0x0/
P020000000008NO;BIOL JACQUET PAIN MIE NAT 350G;;Oui;MEDIASTEP94315660;https://media.auchan.fr/MEDIASTEP94315660_0x0/
P02000000000AAE;BIO BOULANGERE P LAIT COMP280G;Oui;Oui;MEDIASTEP91097895;https://media.auchan.fr/MEDIASTEP91097895_0x0/
P02000000000AWS;AUC BIOD PAIN DE MIE COMPLETGRANDES TRANCHES 500G;Oui;;MEDIASTEP76447188;https://media.auchan.fr/MEDIASTEP76447188_0x0/
P02000000000LD3;BIO LA BOULAN P TABLE LIN 400G;Oui;Oui;MEDIASTEP137799983;https://media.auchan.fr/MEDIASTEP137799983_0x0/
P02000000000LSF;BIOL JACQ MAXI TR NAT SSA 500G;;Oui;MEDIASTEP111264193;https://media.auchan.fr/MEDIASTEP111264193_0x0/
A0220200306000324491;PAIN BIO COMPLET FILIERE 300G;Oui;Oui;MEDIASTEP104548234;https://media.auchan.fr/MEDIASTEP104548234_0x0/
P02000000000PPY;BIOL JACQ PT PAIN NAT X6 300G;Oui;;MEDIASTEP106845975;https://media.auchan.fr/MEDIASTEP106845975_0x0/
P02000000000UJC;BIOL HARRYS BRIOC TRESS CP400G;;Oui;MEDIASTEP133365526;https://media.auchan.fr/MEDIASTEP133365526_0x0/
P02000000000UJD;BIOL HARRYS BRIOC TRANC CP400G;;Oui;MEDIASTEP133365601;https://media.auchan.fr/MEDIASTEP133365601_0x0/
P02000000000Z4P;BIO LA BOUL P MIE CPLT SSA500G;Oui;Oui;MEDIASTEP127006030;https://media.auchan.fr/MEDIASTEP127006030_0x0/
P020000000003WC;BIO FUMAGALLI COPPA LONZO 70G;Oui;Oui;MEDIASTEP57331314;https://media.auchan.fr/MEDIASTEP57331314_0x0/
P020000000003WB;BIO FUMAGALLI SALAME MILAN 70G;Oui;Oui;MEDIASTEP69450780;https://media.auchan.fr/MEDIASTEP69450780_0x0/
P020000000004GE;AUCHAN BIO BLC PLT 4T 160G;Oui;;MEDIASTEP163597203;https://media.auchan.fr/MEDIASTEP163597203_0x0/
P020000000004IP;BIOL FM JBON SUP AC TSR 2T 80G;Oui;Oui;MEDIASTEP70359053;https://media.auchan.fr/MEDIASTEP70359053_0x0/
P020000000004IO;BIOL FM ROTI PORC TSR 2T 80G;Oui;Oui;MEDIASTEP70962548;https://media.auchan.fr/MEDIASTEP70962548_0x0/
P020000000004IU;BIOL FM JB SUP TORCH DD TSR 4T;Oui;Oui;MEDIASTEP58889485;https://media.auchan.fr/MEDIASTEP58889485_0x0/
